id,uuid,event,value,created
391227560,1631060680819,referrer,Adwords,2021-09-09 12:31:41.000000
391227561,1631183501441,referrer,Adwords,2021-09-09 12:31:41.000000
391224857,1591954582014,product_view,339482,2021-09-09 12:31:40.000000
391224858,0,product_view,443066,2021-09-09 12:31:40.000000
391224859,1631183356266,product_view,492228,2021-09-09 12:31:40.000000
391224860,1622145734327,product_view,518398,2021-09-09 12:31:40.000000
391224861,1618405933648,product_view,218640,2021-09-09 12:31:40.000000
391224862,0,goto,447260,2021-09-09 12:31:40.000000
391224863,1629798339076,frontpage_view,undefined,2021-09-09 12:31:40.000000
391227558,1629798339076,referrer,direct,2021-09-09 12:31:40.000000
391227559,1583508687513,referrer,https://www.google.com/,2021-09-09 12:31:40.000000
391224852,1592819442202,frontpage_view,undefined,2021-09-09 12:31:39.000000
391224853,1573822910073,product_view,401527,2021-09-09 12:31:39.000000
391224854,1542191516684,offers_view,https://prisguiden.no/tilbud?o=60,2021-09-09 12:31:39.000000
391224855,1631183499792,product_view,420246,2021-09-09 12:31:39.000000
391224856,1621358194719,product_view,343995,2021-09-09 12:31:39.000000
